Year,ID,Feelings,Before,During,After
2018,2018-29,"As I have never done a crisis simulation before, I was unsure about how to prepare for it. But the mock simulation, which we could practise in the tutorials, made me feel more comfortable with regard to the exam. After I did a lot of research, especially for the press release and about former crisis, I was positive that my group and I will perform well. On the day of the crisis simulation and right before it started, I was a little nervous but still optimistic. During the simulation the tension dropped off and I got used to the situation. However, in the beginning, I started to get stressed as my group could not split up the tasks as planned. This made it unstructured but then we managed to work well together. Straight after the simulation I felt that I could have done better. It was hard for me to estimate the quality of my performance. Even though I was satisfied with the teamwork of my team and the overall situation. After the feedback, my estimation was overall positive. The observer reassured us about our great team work, a good time management and that we handled the situation very well. She mentioned that she liked how I conferred with Alex about his second phone call. Furthermore I found her feedback really useful and a good basis for improvements for such situations in the future.","As I have never done a crisis simulation before, I was unsure about how to prepare for it. But the mock simulation, which we could practise in the tutorials, made me feel more comfortable with regard to the exam. After I did a lot of research, especially for the press release and about former crisis, I was positive that my group and I will perform well. On the day of the crisis simulation and right before it started, I was a little nervous but still optimistic.","During the simulation the tension dropped off and I got used to the situation. However, in the beginning, I started to get stressed as my group could not split up the tasks as planned. This made it unstructured but then we managed to work well together.","Straight after the simulation I felt that I could have done better. It was hard for me to estimate the quality of my performance. Even though I was satisfied with the teamwork of my team and the overall situation. After the feedback, my estimation was overall positive. The observer reassured us about our great team work, a good time management and that we handled the situation very well. She mentioned that she liked how I conferred with Alex about his second phone call. Furthermore I found her feedback really useful and a good basis for improvements for such situations in the future."
2018,2018-30,"Before completing the crisis simulation I was nervous as I had not completed a task like this under exam conditions before. I was also apprehensive as I was a little bit unsure of exactly what the simulation would entail and in what volume the tasks would come through. However, whilst feeling nervous I also felt rather confident in our team as after meeting up as a group before the simulation I felt we would work together well as a team. I was also confident as I felt that every member in the team was aware of their role and would be capable to complete their roles well. During the crisis simulation I felt happy that every member of the team was trying their best in order to complete every task set. I also felt enjoyment during the completion of the task as I felt it was a good way to test skills learnt previously in the module and could therefore relax as I was enjoying completing the tasks. After the crisis simulation was completed I initially felt relieved that it was over but then started to reflect on the things we did well as a group and the things we could have done better during the simulation. After reflecting on the task I did feel there were a number of things as a group and personally that we could have done differently during the simulation but I overall still felt pleased after the completion of the task.","Before completing the crisis simulation I was nervous as I had not completed a task like this under exam conditions before. I was also apprehensive as I was a little bit unsure of exactly what the simulation would entail and in what volume the tasks would come through. However, whilst feeling nervous I also felt rather confident in our team as after meeting up as a group before the simulation I felt we would work together well as a team. I was also confident as I felt that every member in the team was aware of their role and would be capable to complete their roles well.",During the crisis simulation I felt happy that every member of the team was trying their best in order to complete every task set. I also felt enjoyment during the completion of the task as I felt it was a good way to test skills learnt previously in the module and could therefore relax as I was enjoying completing the tasks.,After the crisis simulation was completed I initially felt relieved that it was over but then started to reflect on the things we did well as a group and the things we could have done better during the simulation. After reflecting on the task I did feel there were a number of things as a group and personally that we could have done differently during the simulation but I overall still felt pleased after the completion of the task.
2018,2018-31,"I was very anxious before the assignment, I was worried more so with working alongside my team and getting marked as a group, as this will have an effect on my overall grade for this module and my degree qualification. I was nervous about what kind of crisis we were going to get; I was concerned about the members of the groups as some members struggle with English because it was not their first language. I think everyone was going through similar nerves as we have not experienced a simulation before. During the assignment, I started to become more relaxed as I saw the team working together and assisting each other with any questions we had. The timer on the board did make me nervous as I was feeling pressured however, I was able to overcome this after getting distracted by my task. The build-up can be terrifying however having a year’s worth of experience being in a fast-paced marketing role made it easier for me. I noticed that everyone started to get more comfortable as the tasks were getting completed on time. Once the assignment was finished, I felt positive and my group was feeling confident however when we were given feedback from our judge I felt disappointed at some of the mistakes we made which could have been avoided such as not following our roles as we planned them and losing marks due to lack of discipline and lack of communication among each other.","I was very anxious before the assignment, I was worried more so with working alongside my team and getting marked as a group, as this will have an effect on my overall grade for this module and my degree qualification. I was nervous about what kind of crisis we were going to get; I was concerned about the members of the groups as some members struggle with English because it was not their first language. I think everyone was going through similar nerves as we have not experienced a simulation before.","During the assignment, I started to become more relaxed as I saw the team working together and assisting each other with any questions we had. The timer on the board did make me nervous as I was feeling pressured however, I was able to overcome this after getting distracted by my task. The build-up can be terrifying however having a year’s worth of experience being in a fast-paced marketing role made it easier for me. I noticed that everyone started to get more comfortable as the tasks were getting completed on time.","Once the assignment was finished, I felt positive and my group was feeling confident however when we were given feedback from our judge I felt disappointed at some of the mistakes we made which could have been avoided such as not following our roles as we planned them and losing marks due to lack of discipline and lack of communication among each other."
2018,2018-32,"My prevailing feeling throughout the assessment was excitement. Especially in the beginning, I was really nervous and was not really sure how to best work in the group and how to manage the amount of information that we had to process and then apply to the case. I gained more confidence after the first minutes passed and began to trust in the competence of the team. I did not know my teammates very well before the exam day, we only saw each other a few times before, and I didn’t know how they worked in a team. I did not always agree with what they suggested, and I sometimes was a little bit disappointed if nobody considered my idea, but in the end, it turned out that everyone of us had a fair amount of input in the work and I was pleased with the outcomes that we produced.","My prevailing feeling throughout the assessment was excitement. Especially in the beginning, I was really nervous and was not really sure how to best work in the group and how to manage the amount of information that we had to process and then apply to the case. I gained more confidence after the first minutes passed and began to trust in the competence of the team. I did not know my teammates very well before the exam day, we only saw each other a few times before, and I didn’t know how they worked in a team.","I did not always agree with what they suggested, and I sometimes was a little bit disappointed if nobody considered my idea, but in the end, it turned out that everyone of us had a fair amount of input in the work",I was pleased with the outcomes that we produced.
2018,2018-33,"During the exercise I personally felt very calm. Our course tutor had set up practice simulations where we could hone our skills learnt in class and use them in real life PR crises. With the practice prior to the actual simulation, I had a clear vision of what needed to be done, how to address certain situations and the do’s and don’ts when running the simulation. A very clear ‘don’t’ was not to hang up the phone before the practitioner has finished the phone conversation. I understand that this is a trivial and somewhat common-sense practice not to do but in previous simulations this happens and as a result, their grade was jeopardised. As I had a clear understanding of what needed to be achieved in an attempt to dissolve the crisis, I immediately started writing key points on the whiteboards with positive and negative sides to the crisis such as confirmed bookings, confirmed flights home and payment to the bands. This was used as a reassurance tactic so that if anyone in the team got stuck on a task, they could refer to the board for guidance. My thoughts during the simulation were good, I am an extrovert, I am happy to lead teams even if I am not completely confident myself. I believe my strong persona was the catalyst to a relaxed team that lead our team to success.",the,"During the exercise I personally felt very calm. Our course tutor had set up practice simulations where we could hone our skills learnt in class and use them in real life PR crises. With the practice prior to the actual simulation, I had a clear vision of what needed to be done, how to address certain situations and the do’s and don’ts when running the simulation. A very clear ‘don’t’ was not to hang up the phone before the practitioner has finished the phone conversation. I understand that this is a trivial and somewhat common-sense practice not to do but in previous simulations this happens and as a result, their grade was jeopardised. As I had a clear understanding of what needed to be achieved in an attempt to dissolve the crisis, I immediately started writing key points on the whiteboards with positive and negative sides to the crisis such as confirmed bookings, confirmed flights home and payment to the bands. This was used as a reassurance tactic so that if anyone in the team got stuck on a task, they could refer to the board for guidance. My thoughts during the simulation were good, I am an extrovert, I am happy to lead teams even if I am not completely confident myself. I believe my strong persona was the catalyst to a relaxed team that lead our team to success.",the
2018,2018-34,"At the time of the simulation, I felt a little anxious about the type of crisis that we would have to deal with. Finally, I found the case really interesting due to the recent context. Because it was not very far from the other PR crisis, that we studied before in class, I was feeling comfortable and not lost. During the crisis, I had a lot of different ideas coming to my mind about how to answer to the complains and with which type of social media. Regrettably, I thought that it was perhaps not appropriate to the situation. Fortunately, my team had more specific ideas closer to our crisis.  I found the team very helpful and encouraging. Basically, I prefer to do exam by myself due to the lack of independence that a group imposed. Whereas, for this simulation, I had a real pleasure working with my team. The fact that we were all giving our suggestions made, for me, our work better, full of good ideas and enthusiasm.",the,"At the time of the simulation, I felt a little anxious about the type of crisis that we would have to deal with. Finally, I found the case really interesting due to the recent context. Because it was not very far from the other PR crisis, that we studied before in class, I was feeling comfortable and not lost. During the crisis, I had a lot of different ideas coming to my mind about how to answer to the complains and with which type of social media. Regrettably, I thought that it was perhaps not appropriate to the situation. Fortunately, my team had more specific ideas closer to our crisis.  I found the team very helpful and encouraging. Basically, I prefer to do exam by myself due to the lack of independence that a group imposed. Whereas, for this simulation, I had a real pleasure working with my team. The fact that we were all giving our suggestions made, for me, our work better, full of good ideas and enthusiasm.",the
2018,2018-35,"Before I started the crisis simulation I was under a lot of stress. I'm not very comfortable speaking, especially in English. I think that I don't have a good enough level of English to be able to express myself correctly and make myself understood by my group. I didn't want to be ""useless"" during the crisis simulation, I wanted to be interested and active to be able to manage the problem. At the time I thought that we would each have a brief of the crisis situation and that after reading it, everyone could start doing the tasks that correspond to their role. We had everything planned so as not to waste time. After the crisis situation, my feelings are not the same at all. I don't think I spoke enough during the simulation. I should have given my opinion more and tried to give ideas during the different tasks. I still managed to understand the subject and what we were asked to do. As far as the crisis simulation was concerned, I was very surprised. Finally we did all the tasks together as time went on. Despite everything I think this simulation is an excellent exercise. We were very well equipped, everything was perfectly organized so that we could work properly. I find this kind of exam very original and I think it can help us feel comfortable with a group. But also to learn how to manage public relations in a minimum of time. I'm glad I was able to participate in this simulation, even though on a personal level, I would have liked to have brought more.","Before I started the crisis simulation I was under a lot of stress. I'm not very comfortable speaking, especially in English. I think that I don't have a good enough level of English to be able to express myself correctly and make myself understood by my group. I didn't want to be ""useless"" during the crisis simulation, I wanted to be interested and active to be able to manage the problem. At the time I thought that we would each have a brief of the crisis situation and that after reading it, everyone could start doing the tasks that correspond to their role. We had everything planned so as not to waste time. After the crisis situation, my feelings are not the same at all. I don't think I spoke enough during the simulation. I should have given my opinion more and tried to give ideas during the different tasks. I still managed to understand the subject and what we were asked to do. As far as the crisis simulation was concerned, I was very surprised. Finally we did all the tasks together as time went on. Despite everything I think this simulation is an excellent exercise. We were very well equipped, everything was perfectly organized so that we could work properly. I find this kind of exam very original and I think it can help us feel comfortable with a group. But also to learn how to manage public relations in a minimum of time. I'm glad I was able to participate in this simulation, even though on a personal level, I would have liked to have brought more.","At the time I thought that we would each have a brief of the crisis situation and that after reading it, everyone could start doing the tasks that correspond to their role. We had everything planned so as not to waste time. ","After the crisis situation, my feelings are not the same at all. I don't think I spoke enough during the simulation. I should have given my opinion more and tried to give ideas during the different tasks. I still managed to understand the subject and what we were asked to do. As far as the crisis simulation was concerned, I was very surprised. Finally we did all the tasks together as time went on. Despite everything I think this simulation is an excellent exercise. We were very well equipped, everything was perfectly organized so that we could work properly. I find this kind of exam very original and I think it can help us feel comfortable with a group. But also to learn how to manage public relations in a minimum of time. I'm glad I was able to participate in this simulation, even though on a personal level, I would have liked to have brought more."
2018,2018-36,"Before the simulation, I was feeling positive of the success of this project. I felt it would be something I could excel in as I can exude confidence and am a natural public speaker. I felt slightly nervous just before the event, I believe many people around me felt the same and gravitated towards me for comfort and a calming pep talk. During the simulation, I felt very ‘caught up’ in the moment and I believed I was dealing with this scenario in a real environment. I tried to keep calm during the journalist phone calls, however, I slightly flustered when I said ‘waiver’ instead of ‘form’. Inside I was slightly panicked but tried not to show it to the team, however I did apologise for my error. Immediately after the simulation, I felt that we did some excellent work as a group and that we all worked well together. I felt confident of a good grade. However, after the debrief, I felt very deflated. We were told as a group we did an ‘OK job’, this was different from my opinion, however, I interpreted that as a failure of the task. Reflecting several days later, John was not being negative, he was giving us constructive criticism that explains the fit between textbook and reality.","Before the simulation, I was feeling positive of the success of this project. I felt it would be something I could excel in as I can exude confidence and am a natural public speaker. I felt slightly nervous just before the event, I believe many people around me felt the same and gravitated towards me for comfort and a calming pep talk.","During the simulation, I felt very ‘caught up’ in the moment and I believed I was dealing with this scenario in a real environment. I tried to keep calm during the journalist phone calls, however, I slightly flustered when I said ‘waiver’ instead of ‘form’. Inside I was slightly panicked but tried not to show it to the team, however I did apologise for my error.","Immediately after the simulation, I felt that we did some excellent work as a group and that we all worked well together. I felt confident of a good grade. However, after the debrief, I felt very deflated. We were told as a group we did an ‘OK job’, this was different from my opinion, however, I interpreted that as a failure of the task. Reflecting several days later, John was not being negative, he was giving us constructive criticism that explains the fit between textbook and reality."
2018,2018-37,"Before the simulation, I was really excited and curious at the same time since I had never completed a simulation like this before at my home university. However, because of this lack of experience, I was also wondering if I would be able to maintain the grade I had obtained in the first assignment. In addition, I hadn’t worked with my teammates before so I didn’t really know how the teamwork would be. Nevertheless, we all considered that we had prepared the simulation the best we could, what induced in the team a feeling of confidence for doing it well. During the simulation, I felt that at some points the timing was the thing that worried me the most. However, I managed to stay quite calm all over the process although I found some task more difficult than others. Overall, I was quite happy to see that we were completing all the tasks on time. Even though sometimes we had different views about  how the form of our statements should be, I felt my ideas were listened and I listened the others. After the simulation, I left the room with contradictory feelings. Although I think we did it quite well completing the tasks, I left the room thinking that I could have done it better. So I was already very anxious to receive the feedback and see how it really went, and to get a mark, which in the end is one of the things that worry me the most. I really think the simulation was quite a good way to evaluate how we, students, apply the knowledge got in the university to situations in the real life. Actually, I would like to have experienced simulations like this in other modules.","Before the simulation, I was really excited and curious at the same time since I had never completed a simulation like this before at my home university. However, because of this lack of experience, I was also wondering if I would be able to maintain the grade I had obtained in the first assignment. In addition, I hadn’t worked with my teammates before so I didn’t really know how the teamwork would be. Nevertheless, we all considered that we had prepared the simulation the best we could, what induced in the team a feeling of confidence for doing it well.","During the simulation, I felt that at some points the timing was the thing that worried me the most. However, I managed to stay quite calm all over the process although I found some task more difficult than others. Overall, I was quite happy to see that we were completing all the tasks on time. Even though sometimes we had different views about  how the form of our statements should be, I felt my ideas were listened and I listened the others.","After the simulation, I left the room with contradictory feelings. Although I think we did it quite well completing the tasks, I left the room thinking that I could have done it better. So I was already very anxious to receive the feedback and see how it really went, and to get a mark, which in the end is one of the things that worry me the most. I really think the simulation was quite a good way to evaluate how we, students, apply the knowledge got in the university to situations in the real life. Actually, I would like to have experienced simulations like this in other modules."
2018,2018-38,"Before the simulation, I was feeling nervous and apprehensive as I have never experienced or dealt with a crisis situation in the past and therefore I did not know what to expect. However, I was feeling confident in our team’s ability to respond to the situation professionally and cohesively due to our preparations beforehand. The nerves that I was experiencing prior to the event were diminished during the simulation, as the fast-paced environment distracted me as my adrenaline kicked in, which allowed me to remain focused on the task at hand. However, I began to feel quite overwhelmed and flustered at certain times, which was mainly due to the pressures of the time constraints and my responsibility of being the typist. After the simulation, I felt quite positive, as myself and the team believed that we had performed well. However, after receiving our feedback from the PR Practitioner who was observing us, I felt disappointed with the simple mistakes that we had made. For example, we were informed that providing our phone number on the press release was a fundamental error, as our small team would have been unable to deal with the influx of calls in a real-life situation.","Before the simulation, I was feeling nervous and apprehensive as I have never experienced or dealt with a crisis situation in the past and therefore I did not know what to expect. However, I was feeling confident in our team’s ability to respond to the situation professionally and cohesively due to our preparations beforehand. ","The nerves that I was experiencing prior to the event were diminished during the simulation, as the fast-paced environment distracted me as my adrenaline kicked in, which allowed me to remain focused on the task at hand. However, I began to feel quite overwhelmed and flustered at certain times, which was mainly due to the pressures of the time constraints and my responsibility of being the typist. ","After the simulation, I felt quite positive, as myself and the team believed that we had performed well. However, after receiving our feedback from the PR Practitioner who was observing us, I felt disappointed with the simple mistakes that we had made. For example, we were informed that providing our phone number on the press release was a fundamental error, as our small team would have been unable to deal with the influx of calls in a real-life situation."
2018,2018-39,"Doing a crisis is not a common evaluation and as a matter of fact I must admit it was my first one. In that sense being assessed for 30% of the overall PR grade, being filmed and working 2 hours in a small room with 5 other people with a limited amount of time that you see running on the screen was obviously stressful. I f I had to measure on a scale that goes from 0 which means zero stress and 10 which would mean a total panic I would put myself as 6 before the simulation took place. Because I felt quite prepared myself regarding my task and also with my group members, I was not panicking and would affirm my stress was a good one, allowing me to be dynamic and ready to get the job done. However because of the language barrier, I was a bit afraid to struggle understanding the case study and to have fluid talks with my partners. As soon as the simulation began, my stress level fell gradually down and as the time was running, I was more and more focused on what should I do to be efficient. Finally, I was happy of what we did as a group and of my role and, going back to my scale of stress level I would say mine was around 2 when receiving the constructive feedbacks.","Doing a crisis is not a common evaluation and as a matter of fact I must admit it was my first one. In that sense being assessed for 30% of the overall PR grade, being filmed and working 2 hours in a small room with 5 other people with a limited amount of time that you see running on the screen was obviously stressful. If I had to measure on a scale that goes from 0 which means zero stress and 10 which would mean a total panic I would put myself as 6 before the simulation took place. Because I felt quite prepared myself regarding my task and also with my group members, I was not panicking and would affirm my stress was a good one, allowing me to be dynamic and ready to get the job done. ","However because of the language barrier, I was a bit afraid to struggle understanding the case study and to have fluid talks with my partners. As soon as the simulation began, my stress level fell gradually down and as the time was running, I was more and more focused on what should I do to be efficient. ","Finally, I was happy of what we did as a group and of my role and, going back to my scale of stress level I would say mine was around 2 when receiving the constructive feedbacks."
2018,2018-40,"At the beginning of the simulation, I felt confident that I could handle the situation with my team because we were strong together and ready. In addition, I was happy to have the social media task. We support each other during our meetings and we were positive and aware about the unfolding of the simulation. Despite a little stress, the fact that we are well prepared reassured me. The situation was going as I thought it would and I was not surprised because we expected to have exactly these questions. But I felt that my motivation levels seemed to drop, my feeling has changed: at one moment, I personally realized that I wasn't effective INDIVIUAL REFLECTION Johanna BORGNE – ID n° 17119464 enough. I listened to the interventions of the team members, agreed with them and tried to intervene. However, my English skills didn’t allow me to participate as much as I would, so I felt upset. I thought I could offer with more ideas with everything I had learned and for support my team members, but I became discouraged. After the crisis simulation, I was disappointed with my personal performance but very proud of the group work. I felt a real cohesion and we complemented each other, despite my lack of initiative. I think there was a good group dynamic.","At the beginning of the simulation, I felt confident that I could handle the situation with my team because we were strong together and ready. In addition, I was happy to have the social media task. We support each other during our meetings and we were positive and aware about the unfolding of the simulation. Despite a little stress, the fact that we are well prepared reassured me. ","The situation was going as well as I thought it would and I was not surprised because we expected to have exactly these questions. But I felt that my motivation levels seemed to drop, my feeling has changed: at one moment, I personally realized that I wasn't effective enough. I listened to the interventions of the team members, agreed with them and tried to intervene. However, my English skills didn’t allow me to participate as much as I would, so I felt upset. I thought I could offer with more ideas with everything I had learned and for support my team members, but I became discouraged. ","After the crisis simulation, I was disappointed with my personal performance but very proud of the group work. I felt a real cohesion and we complemented each other, despite my lack of initiative. I think there was a good group dynamic."
2018,2018-41,"Because we felt that thanks to our several meetings we were well prepared, on the date of the Crisis Simulation I felt stressed obviously but very confident on the possible outcome of the examination knowing we had done everything we could to be as ready as possible. The fact that the room was small made me comfortable because if felt like a real-life situation at work. However, I was hesitant regarding the fact that an examiner was sitting in the same room. Once in the room, we focused right away. At the beginning of the examination, when we received our paper, we did as we practiced, we shared the different papers and sat in silence in order to comprehend and take notes and then gather the information we all understood. We did so, because Sian suffers with dyspraxia and fibromyalgia which affects her capability of listening to everyone and being able to read at the same time, she made us aware of that at our very first meeting and we had decided collectively to agree on reading in silence at the beginning and make notes. Also, this was practiced during university tutorials and was not expressed to us as a negative way of starting the simulation. Furthermore, regarding the simulation in itself, I do not feel like we panicked at all, we were relaxed and confident about what we were doing. I think that this made me really confident and ensured that I would not feel stressed for any reason. We all knew that if someone felt in difficulty, as a team we should help each other as much as we could to gain time and efficiency. Finally, after the simulation we were all really excited about what we had accomplished. We thought we really did well and I really felt proud of what I had done during the evaluation. I tend to panic and I felt like I was really able to deal with the situation even under the time pressure we had. Also, I want to emphasize the fact that my team being really helpful to each other, I felt completely reassured during the simulation, as I knew that if we had any problem with English grammar for example during our social media writing, anyone would have been happy to help us.","Because we felt that thanks to our several meetings we were well prepared, on the date of the Crisis Simulation I felt stressed obviously but very confident on the possible outcome of the examination knowing we had done everything we could to be as ready as possible. The fact that the room was small made me comfortable because if felt like a real-life situation at work. However, I was hesitant regarding the fact that an examiner was sitting in the same room. Once in the room, we focused right away. ","At the beginning of the examination, when we received our paper, we did as we practiced, we shared the different papers and sat in silence in order to comprehend and take notes and then gather the information we all understood. We did so, because Sian suffers with dyspraxia and fibromyalgia which affects her capability of listening to everyone and being able to read at the same time, she made us aware of that at our very first meeting and we had decided collectively to agree on reading in silence at the beginning and make notes. Also, this was practiced during university tutorials and was not expressed to us as a negative way of starting the simulation. Furthermore, regarding the simulation in itself, I do not feel like we panicked at all, we were relaxed and confident about what we were doing. I think that this made me really confident and ensured that I would not feel stressed for any reason. We all knew that if someone felt in difficulty, as a team we should help each other as much as we could to gain time and efficiency. ","Finally, after the simulation we were all really excited about what we had accomplished. We thought we really did well and I really felt proud of what I had done during the evaluation. I tend to panic and I felt like I was really able to deal with the situation even under the time pressure we had. Also, I want to emphasize the fact that my team being really helpful to each other, I felt completely reassured during the simulation, as I knew that if we had any problem with English grammar for example during our social media writing, anyone would have been happy to help us."
2018,2018-42,"Prior to the stimulation I felt very nervous as although I had prepared, I did not know what to expect. I wanted to perform to the best of my ability and not let my team down. When I entered the Hydra Suite I began to feel more relaxed because I knew I had to be calm to focus on the tasks. Working under such high pressure and time constraints in this environment was a completely new experience to me and looking back I do feel like I handled myself well in this situation. I do feel that it is natural to get a little bit stressed in a situation like this, and I did but I made sure to keep this stress and panic to a minimal not to affect myself and my team’s performance. After the stimulation I felt relief from it being over after worrying about it for weeks and I also felt proud of my own, and my teams performance as I feel that we all did our best in the situation and worked well together.","Prior to the stimulation I felt very nervous as although I had prepared, I did not know what to expect. I wanted to perform to the best of my ability and not let my team down. When I entered the Hydra Suite I began to feel more relaxed because I knew I had to be calm to focus on the tasks. ","Working under such high pressure and time constraints in this environment was a completely new experience to me and looking back I do feel like I handled myself well in this situation. I do feel that it is natural to get a little bit stressed in a situation like this, and I did but I made sure to keep this stress and panic to a minimal not to affect myself and my team’s performance. ","After the stimulation I felt relief from it being over after worrying about it for weeks and I also felt proud of my own, and my teams performance as I feel that we all did our best in the situation and worked well together."
2018,2018-43,"At first, the simulation seemed like a really tough exercise to me. Managing a crisis requires a lot of patience and reflection. I was then really stressed during the first meeting. When we assigned the roles, I was nervous and discussed with my classmates to understand better what I had to do. The first meeting was really helpful, indeed we got to know each other and by that gain confidence in our project and team. By that I could also understand each members’ personality leading me to know how they deal with stress and what kind of work methods they use. After the first meeting, I already felt more confident and encouraged to get a good grade on this exam. The second meeting was even more helpful. The second time we met helped everyone reassure himself/herself in that we could do it. The more prepared we were getting the less stressed we felt. I really had a feeling of confidence and preparation at the end of the meeting leading me to believe that everybody was ready for the simulation the next morning. We were all aware of each other’s strengths, which reinforced the group’s relations. The day of the simulation was obviously a little stressful. It is at the end an exam. When we got into the simulation room I was also a little scared by the reality of the simulation, meaning that all the room was prepared and looked so professional strengthening the fact the exam was real. But as soon as the countdown went on the screen and the case appeared I was relieved. Indeed, I knew the case, I had heard about the crisis and knew the facts and issues that we were going to deal with.","At first, the simulation seemed like a really tough exercise to me. Managing a crisis requires a lot of patience and reflection. I was then really stressed during the first meeting. When we assigned the roles, I was nervous and discussed with my classmates to understand better what I had to do. The first meeting was really helpful, indeed we got to know each other and by that gain confidence in our project and team. By that I could also understand each members’ personality leading me to know how they deal with stress and what kind of work methods they use. After the first meeting, I already felt more confident and encouraged to get a good grade on this exam. The second meeting was even more helpful. The second time we met helped everyone reassure himself/herself in that we could do it. The more prepared we were getting the less stressed we felt. I really had a feeling of confidence and preparation at the end of the meeting leading me to believe that everybody was ready for the simulation the next morning. We were all aware of each other’s strengths, which reinforced the group’s relations. The day of the simulation was obviously a little stressful. It is at the end an exam. ","When we got into the simulation room I was also a little scared by the reality of the simulation, meaning that all the room was prepared and looked so professional strengthening the fact the exam was real. ","But as soon as the countdown went on the screen and the case appeared I was relieved. Indeed, I knew the case, I had heard about the crisis and knew the facts and issues that we were going to deal with."
2018,2018-44,"Before the crisis, I developed a significant stress since I was afraid not to be able to control the situation and not to be efficient for my team on the day of the exam. Besides, even if I prepared this simulation by revising my notes but also several communication crisis strategies and responses, I did not feel prepared enough as I did not know what to expect on this day. When I arrived to the room of the simulation, surprisingly, I felt more confident of my capacities but also of my group. Thanks to the survey that we had to fill before the crisis, I realised that I believed in our capacities as a group and in the good outcome of the simulation. At the very beginning of the crisis, I felt immediately very stressed because I did not know at all the Festival and the situation. Moreover, considering this first stress, I did not feel able anymore to understand correctly the article provided, and to extract the key messages and ideas. I needed five minutes to focus again and turn my significant stress into a motivating stress. For the rest of the simulation I felt much more comfortable and able to have a global vision of what was happening. A few days after this crisis, I can say that I enjoyed taking part of this experience and I had underestimated my capacities in managing a situation and in managing my stress.","Before the crisis, I developed a significant stress since I was afraid not to be able to control the situation and not to be efficient for my team on the day of the exam. Besides, even if I prepared this simulation by revising my notes but also several communication crisis strategies and responses, I did not feel prepared enough as I did not know what to expect on this day.","When I arrived to the room of the simulation, surprisingly, I felt more confident of my capacities but also of my group. Thanks to the survey that we had to fill before the crisis, I realised that I believed in our capacities as a group and in the good outcome of the simulation. At the very beginning of the crisis, I felt immediately very stressed because I did not know at all the Festival and the situation. Moreover, considering this first stress, I did not feel able anymore to understand correctly the article provided, and to extract the key messages and ideas. I needed five minutes to focus again and turn my significant stress into a motivating stress. For the rest of the simulation I felt much more comfortable and able to have a global vision of what was happening.","A few days after this crisis, I can say that I enjoyed taking part of this experience and I had underestimated my capacities in managing a situation and in managing my stress."
2018,2018-45,"Before going into the simulation, I was very nervous in having never had an assessment such as this before. I was confident in my ability to react to the problems I was likely to face but was slightly worried that I might make mistakes under the pressure. I didn’t want to let the team down as I know everyone wanted to do well, along with myself. Despite these feelings I was also excited and ready for a challenge. Once the simulation was underway I was no longer nervous but felt more pressured to perform well. I was tasked with writing the Initial internal memo to staff members and the responses to social media posts. I was very conscious of time throughout the simulation as there was a time limit to complete each task. I thought the work that we were producing at the time was good, the responses were always completed on time and I though the content was mostly well written. Once the simulation was over, I felt far more stressed than when we started, because the last official statement was challenging and we were pushed for time. I felt slightly angry once we had finished the simulation as I felt there was slight conflict of interest towards the end with people talking over each other and confusing one another. Only after receiving some positive feedback was I more relaxed about the work we did.","Before going into the simulation, I was very nervous in having never had an assessment such as this before. I was confident in my ability to react to the problems I was likely to face but was slightly worried that I might make mistakes under the pressure. I didn’t want to let the team down as I know everyone wanted to do well, along with myself. Despite these feelings I was also excited and ready for a challenge.","Once the simulation was underway I was no longer nervous but felt more pressured to perform well. I was tasked with writing the Initial internal memo to staff members and the responses to social media posts. I was very conscious of time throughout the simulation as there was a time limit to complete each task. I thought the work that we were producing at the time was good, the responses were always completed on time and I though the content was mostly well written.","Once the simulation was over, I felt far more stressed than when we started, because the last official statement was challenging and we were pushed for time. I felt slightly angry once we had finished the simulation as I felt there was slight conflict of interest towards the end with people talking over each other and confusing one another. Only after receiving some positive feedback was I more relaxed about the work we did."
2018,2018-46,"For me, the Crisis Simulation supposed a lot of excitement. Since we have been discussing theory on this term, I was delighted with the idea of discovering how those terms applied in a real-life situation and to see if I was able to correctly develop them. On the one hand I was feeling nervous since it was the first time I was going to be tested on this kind of activities. On the other hand, I felt confident about the task because of the preparation we had during several weeks. The mock simulation helped me to develop a deeper understanding of what I was going to be facing on the date of the actual examination. Another factor that helped me to get more self-assured was the fact that I gathered several times with my group members. Some of them I did not have the opportunity to be introduced to them before so as well as preparing for the task we got the chance to know each other and to share feelings about the exercise.","For me, the Crisis Simulation supposed a lot of excitement. Since we have been discussing theory on this term, I was delighted with the idea of discovering how those terms applied in a real-life situation and to see if I was able to correctly develop them. On the one hand I was feeling nervous since it was the first time I was going to be tested on this kind of activities. On the other hand, I felt confident about the task because of the preparation we had during several weeks. The mock simulation helped me to develop a deeper understanding of what I was going to be facing on the date of the actual examination. Another factor that helped me to get more self-assured was the fact that I gathered several times with my group members. Some of them I did not have the opportunity to be introduced to them before so as well as preparing for the task we got the chance to know each other and to share feelings about the exercise.",the,the
