"","Episode","word","sentiment"
"1460",NA,"detesting","negative"
"1461",NA,"detests","negative"
"1462",NA,"detract","negative"
"1463",NA,"detracted","negative"
"1464",NA,"detracting","negative"
"1465",NA,"detraction","negative"
"1466",NA,"detracts","negative"
"1467",NA,"detriment","negative"
"1468",NA,"detrimental","negative"
"1469",NA,"devastate","negative"
"1470",NA,"devastated","negative"
"1471",NA,"devastates","negative"
"1472",NA,"devastating","negative"
"1473",NA,"devastatingly","negative"
"1474",NA,"devastation","negative"
"1475",NA,"deviate","negative"
"1476",NA,"deviation","negative"
"1477",NA,"devil","negative"
"1478",NA,"devilish","negative"
"1479",NA,"devilishly","negative"
"1480",NA,"devilment","negative"
"1481",NA,"devilry","negative"
"1482",NA,"devious","negative"
"1483",NA,"deviously","negative"
"1484",NA,"deviousness","negative"
"1485",NA,"devoid","negative"
"1486",NA,"devout","positive"
"1487",NA,"dexterous","positive"
"1488",NA,"dexterously","positive"
"1489",NA,"dextrous","positive"
"1490",NA,"diabolic","negative"
"1491",NA,"diabolical","negative"
"1492",NA,"diabolically","negative"
"1493",NA,"diametrically","negative"
"1494",NA,"diappointed","negative"
"1495",NA,"diatribe","negative"
"1496",NA,"diatribes","negative"
"1497",NA,"dick","negative"
"1498",NA,"dictator","negative"
"1499",NA,"dictatorial","negative"
"1500",NA,"die","negative"
"1501",NA,"die-hard","negative"
"1502",NA,"died","negative"
"1503",NA,"dies","negative"
"1504",NA,"difficult","negative"
"1505",NA,"difficulties","negative"
"1506",NA,"difficulty","negative"
"1507",NA,"diffidence","negative"
"1508",NA,"dignified","positive"
"1509",NA,"dignify","positive"
"1510",NA,"dignity","positive"
"1511",NA,"dilapidated","negative"
"1512",NA,"dilemma","negative"
"1513",NA,"diligence","positive"
"1514",NA,"diligent","positive"
"1515",NA,"diligently","positive"
"1516",NA,"dilly-dally","negative"
"1517",NA,"dim","negative"
"1518",NA,"dimmer","negative"
"1519",NA,"din","negative"
"1520",NA,"ding","negative"
"1521",NA,"dings","negative"
"1522",NA,"dinky","negative"
"1523",NA,"diplomatic","positive"
"1524",NA,"dire","negative"
"1525",NA,"direly","negative"
"1526",NA,"direness","negative"
"1527",NA,"dirt","negative"
"1528",NA,"dirt-cheap","positive"
"1529",NA,"dirtbag","negative"
"1530",NA,"dirtbags","negative"
"1531",NA,"dirts","negative"
"1532",NA,"dirty","negative"
"1533",NA,"disable","negative"
"1534",NA,"disabled","negative"
"1535",NA,"disaccord","negative"
"1536",NA,"disadvantage","negative"
"1537",NA,"disadvantaged","negative"
"1538",NA,"disadvantageous","negative"
"1539",NA,"disadvantages","negative"
"1540",NA,"disaffect","negative"
"1541",NA,"disaffected","negative"
"1542",NA,"disaffirm","negative"
"1543",NA,"disagree","negative"
"1544",NA,"disagreeable","negative"
"1545",NA,"disagreeably","negative"
"1546",NA,"disagreed","negative"
"1547",NA,"disagreeing","negative"
"1548",NA,"disagreement","negative"
"1549",NA,"disagrees","negative"
"1550",NA,"disallow","negative"
"1551",NA,"disapointed","negative"
"1552",NA,"disapointing","negative"
"1553",NA,"disapointment","negative"
"1554",NA,"disappoint","negative"
"1555",NA,"disappointed","negative"
"1556",NA,"disappointing","negative"
"1557",NA,"disappointingly","negative"
"1558",NA,"disappointment","negative"
"1559",NA,"disappointments","negative"
"1560",NA,"disappoints","negative"
"1561",NA,"disapprobation","negative"
"1562",NA,"disapproval","negative"
"1563",NA,"disapprove","negative"
"1564",NA,"disapproving","negative"
"1565",NA,"disarm","negative"
"1566",NA,"disarray","negative"
"1567",NA,"disaster","negative"
"1568",NA,"disasterous","negative"
"1569",NA,"disastrous","negative"
"1570",NA,"disastrously","negative"
"1571",NA,"disavow","negative"
"1572",NA,"disavowal","negative"
"1573",NA,"disbelief","negative"
"1574",NA,"disbelieve","negative"
"1575",NA,"disbeliever","negative"
"1576",NA,"disclaim","negative"
"1577",NA,"discombobulate","negative"
"1578",NA,"discomfit","negative"
"1579",NA,"discomfititure","negative"
"1580",NA,"discomfort","negative"
"1581",NA,"discompose","negative"
"1582",NA,"disconcert","negative"
"1583",NA,"disconcerted","negative"
"1584",NA,"disconcerting","negative"
"1585",NA,"disconcertingly","negative"
"1586",NA,"disconsolate","negative"
"1587",NA,"disconsolately","negative"
"1588",NA,"disconsolation","negative"
"1589",NA,"discontent","negative"
"1590",NA,"discontented","negative"
"1591",NA,"discontentedly","negative"
"1592",NA,"discontinued","negative"
"1593",NA,"discontinuity","negative"
"1594",NA,"discontinuous","negative"
"1595",NA,"discord","negative"
"1596",NA,"discordance","negative"
"1597",NA,"discordant","negative"
"1598",NA,"discountenance","negative"
"1599",NA,"discourage","negative"
"1600",NA,"discouragement","negative"
"1601",NA,"discouraging","negative"
"1602",NA,"discouragingly","negative"
"1603",NA,"discourteous","negative"
"1604",NA,"discourteously","negative"
"1605",NA,"discoutinous","negative"
"1606",NA,"discredit","negative"
"1607",NA,"discrepant","negative"
"1608",NA,"discriminate","negative"
"1609",NA,"discrimination","negative"
"1610",NA,"discriminatory","negative"
"1611",NA,"disdain","negative"
"1612",NA,"disdained","negative"
"1613",NA,"disdainful","negative"
"1614",NA,"disdainfully","negative"
"1615",NA,"disfavor","negative"
"1616",NA,"disgrace","negative"
"1617",NA,"disgraced","negative"
"1618",NA,"disgraceful","negative"
"1619",NA,"disgracefully","negative"
"1620",NA,"disgruntle","negative"
"1621",NA,"disgruntled","negative"
"1622",NA,"disgust","negative"
"1623",NA,"disgusted","negative"
"1624",NA,"disgustedly","negative"
"1625",NA,"disgustful","negative"
"1626",NA,"disgustfully","negative"
"1627",NA,"disgusting","negative"
"1628",NA,"disgustingly","negative"
"1629",NA,"dishearten","negative"
"1630",NA,"disheartening","negative"
"1631",NA,"dishearteningly","negative"
"1632",NA,"dishonest","negative"
"1633",NA,"dishonestly","negative"
"1634",NA,"dishonesty","negative"
"1635",NA,"dishonor","negative"
"1636",NA,"dishonorable","negative"
"1637",NA,"dishonorablely","negative"
"1638",NA,"disillusion","negative"
"1639",NA,"disillusioned","negative"
"1640",NA,"disillusionment","negative"
"1641",NA,"disillusions","negative"
"1642",NA,"disinclination","negative"
"1643",NA,"disinclined","negative"
"1644",NA,"disingenuous","negative"
"1645",NA,"disingenuously","negative"
"1646",NA,"disintegrate","negative"
"1647",NA,"disintegrated","negative"
"1648",NA,"disintegrates","negative"
"1649",NA,"disintegration","negative"
"1650",NA,"disinterest","negative"
"1651",NA,"disinterested","negative"
"1652",NA,"dislike","negative"
"1653",NA,"disliked","negative"
"1654",NA,"dislikes","negative"
"1655",NA,"disliking","negative"
"1656",NA,"dislocated","negative"
"1657",NA,"disloyal","negative"
"1658",NA,"disloyalty","negative"
"1659",NA,"dismal","negative"
"1660",NA,"dismally","negative"
"1661",NA,"dismalness","negative"
"1662",NA,"dismay","negative"
"1663",NA,"dismayed","negative"
"1664",NA,"dismaying","negative"
"1665",NA,"dismayingly","negative"
"1666",NA,"dismissive","negative"
"1667",NA,"dismissively","negative"
"1668",NA,"disobedience","negative"
"1669",NA,"disobedient","negative"
"1670",NA,"disobey","negative"
"1671",NA,"disoobedient","negative"
"1672",NA,"disorder","negative"
"1673",NA,"disordered","negative"
"1674",NA,"disorderly","negative"
"1675",NA,"disorganized","negative"
"1676",NA,"disorient","negative"
"1677",NA,"disoriented","negative"
"1678",NA,"disown","negative"
"1679",NA,"disparage","negative"
"1680",NA,"disparaging","negative"
"1681",NA,"disparagingly","negative"
"1682",NA,"dispensable","negative"
"1683",NA,"dispirit","negative"
"1684",NA,"dispirited","negative"
"1685",NA,"dispiritedly","negative"
"1686",NA,"dispiriting","negative"
"1687",NA,"displace","negative"
"1688",NA,"displaced","negative"
"1689",NA,"displease","negative"
"1690",NA,"displeased","negative"
"1691",NA,"displeasing","negative"
"1692",NA,"displeasure","negative"
"1693",NA,"disproportionate","negative"
"1694",NA,"disprove","negative"
"1695",NA,"disputable","negative"
"1696",NA,"dispute","negative"
"1697",NA,"disputed","negative"
"1698",NA,"disquiet","negative"
"1699",NA,"disquieting","negative"
"1700",NA,"disquietingly","negative"
"1701",NA,"disquietude","negative"
"1702",NA,"disregard","negative"
"1703",NA,"disregardful","negative"
"1704",NA,"disreputable","negative"
"1705",NA,"disrepute","negative"
"1706",NA,"disrespect","negative"
"1707",NA,"disrespectable","negative"
"1708",NA,"disrespectablity","negative"
"1709",NA,"disrespectful","negative"
"1710",NA,"disrespectfully","negative"
"1711",NA,"disrespectfulness","negative"
"1712",NA,"disrespecting","negative"
"1713",NA,"disrupt","negative"
"1714",NA,"disruption","negative"
"1715",NA,"disruptive","negative"
"1716",NA,"diss","negative"
"1717",NA,"dissapointed","negative"
"1718",NA,"dissappointed","negative"
"1719",NA,"dissappointing","negative"
"1720",NA,"dissatisfaction","negative"
"1721",NA,"dissatisfactory","negative"
"1722",NA,"dissatisfied","negative"
"1723",NA,"dissatisfies","negative"
"1724",NA,"dissatisfy","negative"
"1725",NA,"dissatisfying","negative"
"1726",NA,"dissed","negative"
"1727",NA,"dissemble","negative"
"1728",NA,"dissembler","negative"
"1729",NA,"dissension","negative"
"1730",NA,"dissent","negative"
"1731",NA,"dissenter","negative"
"1732",NA,"dissention","negative"
"1733",NA,"disservice","negative"
"1734",NA,"disses","negative"
"1735",NA,"dissidence","negative"
"1736",NA,"dissident","negative"
"1737",NA,"dissidents","negative"
"1738",NA,"dissing","negative"
"1739",NA,"dissocial","negative"
"1740",NA,"dissolute","negative"
"1741",NA,"dissolution","negative"
"1742",NA,"dissonance","negative"
"1743",NA,"dissonant","negative"
"1744",NA,"dissonantly","negative"
"1745",NA,"dissuade","negative"
"1746",NA,"dissuasive","negative"
"1747",NA,"distains","negative"
"1748",NA,"distaste","negative"
"1749",NA,"distasteful","negative"
"1750",NA,"distastefully","negative"
"1751",NA,"distinction","positive"
"1752",NA,"distinctive","positive"
"1753",NA,"distinguished","positive"
"1754",NA,"distort","negative"
"1755",NA,"distorted","negative"
"1756",NA,"distortion","negative"
"1757",NA,"distorts","negative"
"1758",NA,"distract","negative"
"1759",NA,"distracting","negative"
"1760",NA,"distraction","negative"
"1761",NA,"distraught","negative"
"1762",NA,"distraughtly","negative"
"1763",NA,"distraughtness","negative"
"1764",NA,"distress","negative"
"1765",NA,"distressed","negative"
"1766",NA,"distressing","negative"
"1767",NA,"distressingly","negative"
"1768",NA,"distrust","negative"
"1769",NA,"distrustful","negative"
"1770",NA,"distrusting","negative"
"1771",NA,"disturb","negative"
"1772",NA,"disturbance","negative"
"1773",NA,"disturbed","negative"
"1774",NA,"disturbing","negative"
"1775",NA,"disturbingly","negative"
"1776",NA,"disunity","negative"
"1777",NA,"disvalue","negative"
"1778",NA,"divergent","negative"
"1779",NA,"diversified","positive"
"1780",NA,"divine","positive"
"1781",NA,"divinely","positive"
"1782",NA,"divisive","negative"
"1783",NA,"divisively","negative"
"1784",NA,"divisiveness","negative"
"1785",NA,"dizzing","negative"
"1786",NA,"dizzingly","negative"
"1787",NA,"dizzy","negative"
"1788",NA,"doddering","negative"
"1789",NA,"dodgey","negative"
"1790",NA,"dogged","negative"
"1791",NA,"doggedly","negative"
"1792",NA,"dogmatic","negative"
"1793",NA,"doldrums","negative"
"1794",NA,"dominate","positive"
"1795",NA,"dominated","positive"
"1796",NA,"dominates","positive"
"1797",NA,"domineer","negative"
"1798",NA,"domineering","negative"
"1799",NA,"donside","negative"
"1800",NA,"doom","negative"
"1801",NA,"doomed","negative"
"1802",NA,"doomsday","negative"
"1803",NA,"dope","negative"
"1804",NA,"dote","positive"
"1805",NA,"dotingly","positive"
"1806",NA,"doubt","negative"
"1807",NA,"doubtful","negative"
"1808",NA,"doubtfully","negative"
"1809",NA,"doubtless","positive"
"1810",NA,"doubts","negative"
"1811",NA,"douchbag","negative"
"1812",NA,"douchebag","negative"
"1813",NA,"douchebags","negative"
"1814",NA,"downbeat","negative"
"1815",NA,"downcast","negative"
"1816",NA,"downer","negative"
"1817",NA,"downfall","negative"
"1818",NA,"downfallen","negative"
"1819",NA,"downgrade","negative"
"1820",NA,"downhearted","negative"
"1821",NA,"downheartedly","negative"
"1822",NA,"downhill","negative"
"1823",NA,"downside","negative"
"1824",NA,"downsides","negative"
"1825",NA,"downturn","negative"
"1826",NA,"downturns","negative"
"1827",NA,"drab","negative"
"1828",NA,"draconian","negative"
"1829",NA,"draconic","negative"
"1830",NA,"drag","negative"
"1831",NA,"dragged","negative"
"1832",NA,"dragging","negative"
"1833",NA,"dragoon","negative"
"1834",NA,"drags","negative"
"1835",NA,"drain","negative"
"1836",NA,"drained","negative"
"1837",NA,"draining","negative"
"1838",NA,"drains","negative"
"1839",NA,"drastic","negative"
"1840",NA,"drastically","negative"
"1841",NA,"drawback","negative"
"1842",NA,"drawbacks","negative"
"1843",NA,"dread","negative"
"1844",NA,"dreadful","negative"
"1845",NA,"dreadfully","negative"
"1846",NA,"dreadfulness","negative"
"1847",NA,"dreamland","positive"
"1848",NA,"dreary","negative"
"1849",NA,"dripped","negative"
"1850",NA,"dripping","negative"
"1851",NA,"drippy","negative"
"1852",NA,"drips","negative"
"1853",NA,"drones","negative"
"1854",NA,"droop","negative"
"1855",NA,"droops","negative"
"1856",NA,"drop-out","negative"
"1857",NA,"drop-outs","negative"
"1858",NA,"dropout","negative"
"1859",NA,"dropouts","negative"
"1860",NA,"drought","negative"
"1861",NA,"drowning","negative"
"1862",NA,"drunk","negative"
"1863",NA,"drunkard","negative"
"1864",NA,"drunken","negative"
"1865",NA,"dubious","negative"
"1866",NA,"dubiously","negative"
"1867",NA,"dubitable","negative"
"1868",NA,"dud","negative"
"1869",NA,"dull","negative"
"1870",NA,"dullard","negative"
"1871",NA,"dumb","negative"
"1872",NA,"dumbfound","negative"
"1873",NA,"dumbfounded","positive"
"1874",NA,"dumbfounding","positive"
"1875",NA,"dummy-proof","positive"
"1876",NA,"dump","negative"
"1877",NA,"dumped","negative"
"1878",NA,"dumping","negative"
"1879",NA,"dumps","negative"
"1880",NA,"dunce","negative"
"1881",NA,"dungeon","negative"
"1882",NA,"dungeons","negative"
"1883",NA,"dupe","negative"
"1884",NA,"durable","positive"
"1885",NA,"dust","negative"
"1886",NA,"dusty","negative"
"1887",NA,"dwindling","negative"
"1888",NA,"dying","negative"
"1889",NA,"dynamic","positive"
"1890",NA,"eager","positive"
"1891",NA,"eagerly","positive"
"1892",NA,"eagerness","positive"
"1893",NA,"earnest","positive"
"1894",NA,"earnestly","positive"
"1895",NA,"earnestness","positive"
"1896",NA,"earsplitting","negative"
"1897",NA,"ease","positive"
"1898",NA,"eased","positive"
"1899",NA,"eases","positive"
"1900",NA,"easier","positive"
"1901",NA,"easiest","positive"
"1902",NA,"easiness","positive"
"1903",NA,"easing","positive"
"1904",NA,"easy","positive"
"1905",NA,"easy-to-use","positive"
"1906",NA,"easygoing","positive"
"1907",NA,"ebullience","positive"
"1908",NA,"ebullient","positive"
"1909",NA,"ebulliently","positive"
"1910",NA,"eccentric","negative"
"1911",NA,"eccentricity","negative"
"1912",NA,"ecenomical","positive"
"1913",NA,"economical","positive"
"1914",NA,"ecstasies","positive"
"1915",NA,"ecstasy","positive"
"1916",NA,"ecstatic","positive"
"1917",NA,"ecstatically","positive"
"1918",NA,"edify","positive"
"1919",NA,"educated","positive"
"1920",NA,"effective","positive"
"1921",NA,"effectively","positive"
"1922",NA,"effectiveness","positive"
"1923",NA,"effectual","positive"
"1924",NA,"efficacious","positive"
"1925",NA,"efficient","positive"
"1926",NA,"efficiently","positive"
"1927",NA,"effigy","negative"
"1928",NA,"effortless","positive"
"1929",NA,"effortlessly","positive"
"1930",NA,"effrontery","negative"
"1931",NA,"effusion","positive"
"1932",NA,"effusive","positive"
"1933",NA,"effusively","positive"
"1934",NA,"effusiveness","positive"
"1935",NA,"egocentric","negative"
"1936",NA,"egomania","negative"
"1937",NA,"egotism","negative"
"1938",NA,"egotistical","negative"
"1939",NA,"egotistically","negative"
"1940",NA,"egregious","negative"
"1941",NA,"egregiously","negative"
"1942",NA,"elan","positive"
"1943",NA,"elate","positive"
"1944",NA,"elated","positive"
"1945",NA,"elatedly","positive"
"1946",NA,"elation","positive"
"1947",NA,"election-rigger","negative"
"1948",NA,"electrify","positive"
"1949",NA,"elegance","positive"
"1950",NA,"elegant","positive"
"1951",NA,"elegantly","positive"
"1952",NA,"elevate","positive"
"1953",NA,"elimination","negative"
"1954",NA,"elite","positive"
"1955",NA,"eloquence","positive"
"1956",NA,"eloquent","positive"
"1957",NA,"eloquently","positive"
"1958",NA,"emaciated","negative"
"1959",NA,"emasculate","negative"
"1960",NA,"embarrass","negative"
"1961",NA,"embarrassing","negative"
"1962",NA,"embarrassingly","negative"
"1963",NA,"embarrassment","negative"
"1964",NA,"embattled","negative"
"1965",NA,"embolden","positive"
"1966",NA,"embroil","negative"
"1967",NA,"embroiled","negative"
"1968",NA,"embroilment","negative"
"1969",NA,"emergency","negative"
"1970",NA,"eminence","positive"
"1971",NA,"eminent","positive"
"1972",NA,"empathize","positive"
"1973",NA,"empathy","positive"
"1974",NA,"emphatic","negative"
"1975",NA,"emphatically","negative"
"1976",NA,"empower","positive"
"1977",NA,"empowerment","positive"
"1978",NA,"emptiness","negative"
"1979",NA,"enchant","positive"
"1980",NA,"enchanted","positive"
"1981",NA,"enchanting","positive"
"1982",NA,"enchantingly","positive"
"1983",NA,"encourage","positive"
"1984",NA,"encouragement","positive"
"1985",NA,"encouraging","positive"
"1986",NA,"encouragingly","positive"
"1987",NA,"encroach","negative"
"1988",NA,"encroachment","negative"
"1989",NA,"endanger","negative"
"1990",NA,"endear","positive"
"1991",NA,"endearing","positive"
"1992",NA,"endorse","positive"
"1993",NA,"endorsed","positive"
"1994",NA,"endorsement","positive"
"1995",NA,"endorses","positive"
"1996",NA,"endorsing","positive"
"1997",NA,"enemies","negative"
"1998",NA,"enemy","negative"
"1999",NA,"energetic","positive"
"2000",NA,"energize","positive"
"2001",NA,"energy-efficient","positive"
"2002",NA,"energy-saving","positive"
"2003",NA,"enervate","negative"
"2004",NA,"enfeeble","negative"
"2005",NA,"enflame","negative"
"2006",NA,"engaging","positive"
"2007",NA,"engrossing","positive"
"2008",NA,"engulf","negative"
"2009",NA,"enhance","positive"
"2010",NA,"enhanced","positive"
"2011",NA,"enhancement","positive"
"2012",NA,"enhances","positive"
"2013",NA,"enjoin","negative"
"2014",NA,"enjoy","positive"
"2015",NA,"enjoyable","positive"
"2016",NA,"enjoyably","positive"
"2017",NA,"enjoyed","positive"
"2018",NA,"enjoying","positive"
"2019",NA,"enjoyment","positive"
"2020",NA,"enjoys","positive"
"2021",NA,"enlighten","positive"
"2022",NA,"enlightenment","positive"
"2023",NA,"enliven","positive"
"2024",NA,"enmity","negative"
"2025",NA,"ennoble","positive"
"2026",NA,"enough","positive"
"2027",NA,"enrage","negative"
"2028",NA,"enraged","negative"
"2029",NA,"enraging","negative"
"2030",NA,"enrapt","positive"
"2031",NA,"enrapture","positive"
"2032",NA,"enraptured","positive"
"2033",NA,"enrich","positive"
"2034",NA,"enrichment","positive"
"2035",NA,"enslave","negative"
"2036",NA,"entangle","negative"
"2037",NA,"entanglement","negative"
"2038",NA,"enterprising","positive"
"2039",NA,"entertain","positive"
"2040",NA,"entertaining","positive"
"2041",NA,"entertains","positive"
"2042",NA,"enthral","positive"
"2043",NA,"enthrall","positive"
"2044",NA,"enthralled","positive"
"2045",NA,"enthuse","positive"
"2046",NA,"enthusiasm","positive"
"2047",NA,"enthusiast","positive"
"2048",NA,"enthusiastic","positive"
"2049",NA,"enthusiastically","positive"
"2050",NA,"entice","positive"
"2051",NA,"enticed","positive"
"2052",NA,"enticing","positive"
"2053",NA,"enticingly","positive"
"2054",NA,"entranced","positive"
"2055",NA,"entrancing","positive"
"2056",NA,"entrap","negative"
"2057",NA,"entrapment","negative"
"2058",NA,"entrust","positive"
"2059",NA,"enviable","positive"
"2060",NA,"enviably","positive"
"2061",NA,"envious","positive"
"2062",NA,"envious","negative"
"2063",NA,"enviously","positive"
"2064",NA,"enviously","negative"
"2065",NA,"enviousness","positive"
"2066",NA,"enviousness","negative"
"2067",NA,"envy","positive"
"2068",NA,"epidemic","negative"
"2069",NA,"equitable","positive"
"2070",NA,"equivocal","negative"
"2071",NA,"erase","negative"
"2072",NA,"ergonomical","positive"
"2073",NA,"erode","negative"
"2074",NA,"erodes","negative"
"2075",NA,"erosion","negative"
"2076",NA,"err","negative"
"2077",NA,"err-free","positive"
"2078",NA,"errant","negative"
"2079",NA,"erratic","negative"
"2080",NA,"erratically","negative"
"2081",NA,"erroneous","negative"
"2082",NA,"erroneously","negative"
"2083",NA,"error","negative"
"2084",NA,"errors","negative"
"2085",NA,"erudite","positive"
"2086",NA,"eruptions","negative"
"2087",NA,"escapade","negative"
"2088",NA,"eschew","negative"
"2089",NA,"estranged","negative"
"2090",NA,"ethical","positive"
"2091",NA,"eulogize","positive"
"2092",NA,"euphoria","positive"
"2093",NA,"euphoric","positive"
"2094",NA,"euphorically","positive"
"2095",NA,"evade","negative"
"2096",NA,"evaluative","positive"
"2097",NA,"evasion","negative"
"2098",NA,"evasive","negative"
"2099",NA,"evenly","positive"
"2100",NA,"eventful","positive"
"2101",NA,"everlasting","positive"
"2102",NA,"evil","negative"
"2103",NA,"evildoer","negative"
"2104",NA,"evils","negative"
"2105",NA,"eviscerate","negative"
"2106",NA,"evocative","positive"
"2107",NA,"exacerbate","negative"
"2108",NA,"exagerate","negative"
"2109",NA,"exagerated","negative"
"2110",NA,"exagerates","negative"
"2111",NA,"exaggerate","negative"
"2112",NA,"exaggeration","negative"
"2113",NA,"exalt","positive"
"2114",NA,"exaltation","positive"
"2115",NA,"exalted","positive"
"2116",NA,"exaltedly","positive"
"2117",NA,"exalting","positive"
"2118",NA,"exaltingly","positive"
"2119",NA,"examplar","positive"
"2120",NA,"examplary","positive"
"2121",NA,"exasperate","negative"
"2122",NA,"exasperated","negative"
"2123",NA,"exasperating","negative"
"2124",NA,"exasperatingly","negative"
"2125",NA,"exasperation","negative"
"2126",NA,"excallent","positive"
"2127",NA,"exceed","positive"
"2128",NA,"exceeded","positive"
"2129",NA,"exceeding","positive"
"2130",NA,"exceedingly","positive"
"2131",NA,"exceeds","positive"
"2132",NA,"excel","positive"
"2133",NA,"exceled","positive"
"2134",NA,"excelent","positive"
"2135",NA,"excellant","positive"
"2136",NA,"excelled","positive"
"2137",NA,"excellence","positive"
"2138",NA,"excellency","positive"
"2139",NA,"excellent","positive"
"2140",NA,"excellently","positive"
"2141",NA,"excels","positive"
"2142",NA,"exceptional","positive"
"2143",NA,"exceptionally","positive"
"2144",NA,"excessive","negative"
"2145",NA,"excessively","negative"
"2146",NA,"excite","positive"
"2147",NA,"excited","positive"
"2148",NA,"excitedly","positive"
"2149",NA,"excitedness","positive"
"2150",NA,"excitement","positive"
"2151",NA,"excites","positive"
"2152",NA,"exciting","positive"
"2153",NA,"excitingly","positive"
"2154",NA,"exclusion","negative"
"2155",NA,"excoriate","negative"
"2156",NA,"excruciating","negative"
"2157",NA,"excruciatingly","negative"
"2158",NA,"excuse","negative"
"2159",NA,"excuses","negative"
"2160",NA,"execrate","negative"
"2161",NA,"exellent","positive"
"2162",NA,"exemplar","positive"
"2163",NA,"exemplary","positive"
"2164",NA,"exhaust","negative"
"2165",NA,"exhausted","negative"
"2166",NA,"exhaustion","negative"
"2167",NA,"exhausts","negative"
"2168",NA,"exhilarate","positive"
"2169",NA,"exhilarating","positive"
"2170",NA,"exhilaratingly","positive"
"2171",NA,"exhilaration","positive"
"2172",NA,"exhorbitant","negative"
"2173",NA,"exhort","negative"
"2174",NA,"exile","negative"
"2175",NA,"exonerate","positive"
"2176",NA,"exorbitant","negative"
"2177",NA,"exorbitantance","negative"
"2178",NA,"exorbitantly","negative"
"2179",NA,"expansive","positive"
"2180",NA,"expeditiously","positive"
"2181",NA,"expel","negative"
"2182",NA,"expensive","negative"
"2183",NA,"expertly","positive"
"2184",NA,"expire","negative"
"2185",NA,"expired","negative"
"2186",NA,"explode","negative"
"2187",NA,"exploit","negative"
"2188",NA,"exploitation","negative"
"2189",NA,"explosive","negative"
"2190",NA,"expropriate","negative"
"2191",NA,"expropriation","negative"
"2192",NA,"expulse","negative"
"2193",NA,"expunge","negative"
"2194",NA,"exquisite","positive"
"2195",NA,"exquisitely","positive"
"2196",NA,"exterminate","negative"
"2197",NA,"extermination","negative"
"2198",NA,"extinguish","negative"
"2199",NA,"extol","positive"
"2200",NA,"extoll","positive"
"2201",NA,"extort","negative"
"2202",NA,"extortion","negative"
"2203",NA,"extraneous","negative"
"2204",NA,"extraordinarily","positive"
"2205",NA,"extraordinary","positive"
"2206",NA,"extravagance","negative"
"2207",NA,"extravagant","negative"
"2208",NA,"extravagantly","negative"
"2209",NA,"extremism","negative"
"2210",NA,"extremist","negative"
"2211",NA,"extremists","negative"
"2212",NA,"exuberance","positive"
"2213",NA,"exuberant","positive"
"2214",NA,"exuberantly","positive"
"2215",NA,"exult","positive"
"2216",NA,"exultant","positive"
"2217",NA,"exultation","positive"
"2218",NA,"exultingly","positive"
"2219",NA,"eye-catch","positive"
"2220",NA,"eye-catching","positive"
"2221",NA,"eyecatch","positive"
"2222",NA,"eyecatching","positive"
"2223",NA,"eyesore","negative"
"2224",NA,"f**k","negative"
"2225",NA,"fabricate","negative"
"2226",NA,"fabrication","negative"
"2227",NA,"fabulous","positive"
"2228",NA,"fabulously","positive"
"2229",NA,"facetious","negative"
"2230",NA,"facetiously","negative"
"2231",NA,"facilitate","positive"
"2232",NA,"fail","negative"
"2233",NA,"failed","negative"
"2234",NA,"failing","negative"
"2235",NA,"fails","negative"
"2236",NA,"failure","negative"
"2237",NA,"failures","negative"
"2238",NA,"faint","negative"
"2239",NA,"fainthearted","negative"
"2240",NA,"fair","positive"
"2241",NA,"fairly","positive"
"2242",NA,"fairness","positive"
"2243",NA,"faith","positive"
"2244",NA,"faithful","positive"
"2245",NA,"faithfully","positive"
"2246",NA,"faithfulness","positive"
"2247",NA,"faithless","negative"
"2248",NA,"fake","negative"
"2249",NA,"fall","negative"
"2250",NA,"fallacies","negative"
"2251",NA,"fallacious","negative"
"2252",NA,"fallaciously","negative"
"2253",NA,"fallaciousness","negative"
"2254",NA,"fallacy","negative"
"2255",NA,"fallen","negative"
"2256",NA,"falling","negative"
"2257",NA,"fallout","negative"
"2258",NA,"falls","negative"
"2259",NA,"false","negative"
"2260",NA,"falsehood","negative"
"2261",NA,"falsely","negative"
"2262",NA,"falsify","negative"
"2263",NA,"falter","negative"
"2264",NA,"faltered","negative"
"2265",NA,"fame","positive"
"2266",NA,"famed","positive"
"2267",NA,"famine","negative"
"2268",NA,"famished","negative"
"2269",NA,"famous","positive"
"2270",NA,"famously","positive"
"2271",NA,"fanatic","negative"
"2272",NA,"fanatical","negative"
"2273",NA,"fanatically","negative"
"2274",NA,"fanaticism","negative"
"2275",NA,"fanatics","negative"
"2276",NA,"fancier","positive"
"2277",NA,"fanciful","negative"
"2278",NA,"fancinating","positive"
"2279",NA,"fancy","positive"
"2280",NA,"fanfare","positive"
"2281",NA,"fans","positive"
"2282",NA,"fantastic","positive"
"2283",NA,"fantastically","positive"
"2284",NA,"far-fetched","negative"
"2285",NA,"farce","negative"
"2286",NA,"farcical","negative"
"2287",NA,"farcical-yet-provocative","negative"
"2288",NA,"farcically","negative"
"2289",NA,"farfetched","negative"
"2290",NA,"fascinate","positive"
"2291",NA,"fascinating","positive"
"2292",NA,"fascinatingly","positive"
"2293",NA,"fascination","positive"
"2294",NA,"fascism","negative"
"2295",NA,"fascist","negative"
"2296",NA,"fashionable","positive"
"2297",NA,"fashionably","positive"
"2298",NA,"fast","positive"
"2299",NA,"fast-growing","positive"
